"Origin","Destination","YEAR","MS_ALL_TOT","MS_MAL_TOT","MS_MAL_LOW","MS_MAL_MED","MS_MAL_HIG","MS_FEM_TOT","MS_FEM_LOW","MS_FEM_MED","MS_FEM_HIG","MR_ALL_TOT","MR_MAL_TOT","MR_MAL_LOW","MR_MAL_MED","MR_MAL_HIG","MR_FEM_TOT","MR_FEM_LOW","MR_FEM_MED","MR_FEM_HIG","NS_ALL_TOT","NS_MAL_TOT","NS_MAL_LOW","NS_MAL_MED","NS_MAL_HIG","NS_FEM_TOT","NS_FEM_LOW","NS_FEM_MED","NS_FEM_HIG","RS_ALL_TOT","RS_MAL_TOT","RS_MAL_LOW","RS_MAL_MED","RS_MAL_HIG","RS_FEM_TOT","RS_FEM_LOW","RS_FEM_MED","RS_FEM_HIG"
"Bahamas, The","Oecd",2000,21146.2921275211,9021.45919276288,2417.58135800187,2488.82073227703,4115.05710248399,12124.8329347583,2582.85937843552,2683.74711192585,6858.2264443969,0.118458465103429,0.107763360313059,0.0769958485565447,0.0629490835526516,0.322003006948661,0.127903354567793,0.0674425766972047,0.0678477047714687,0.404753379740085,178512.292127521,83715.4591927629,31398.8533580019,39537.044732277,12779.561102484,94796.8329347583,38297.1633784355,39555.4591119258,16944.2104443969,157366,74694,28981.272,37048.224,8664.504,82672,35714.304,36871.712,10085.984
"Bahrain","Oecd",2000,4517.71822727123,2445.02621633851,523.611689535173,462.059474143625,1459.35505265971,2072.69201093272,547.026550799466,493.54285407732,1032.12260605594,0.0120574180502045,0.010545723268787,0.00438699616542853,0.00551804556214659,0.0507450845048686,0.0145112261802634,0.0074039060804382,0.0100607870636855,0.0518808481980402,374683.718227271,231850.026216339,119355.401689535,83736.0744741436,28758.5500526597,142833.692010933,73883.5075507995,49056.0878540773,19894.0966060559,370166,229405,118831.79,83274.015,27299.195,140761,73336.481,48562.545,18861.974
"Bangladesh","Oecd",2000,233178.396191443,136304.565349626,55989.5879061685,25099.3590279988,55215.6184154589,96873.8308418172,50065.1159907434,18828.2561617767,27980.4586892971,0.00426898297600159,0.00487814101563544,0.0026847621102727,0.00453826335378668,0.035469244921854,0.00363100410238252,0.0020385348386915,0.0104608824767092,0.0873322977512463,54621533.3961914,27941907.5653496,20854580.6319062,5530608.753028,1556718.18041546,26679625.8308418,24559362.4599907,1799872.64016178,320390.730689297,54388355,27805603,20798591.044,5505509.394,1501502.562,26582752,24509297.344,1781044.384,292410.272
"Barbados","Oecd",2000,80678.2153545869,36850.8431282999,12171.6256749223,10480.2490661596,14198.9683872179,43827.372226287,11593.2977065492,12697.2715767324,19536.8029430054,0.323342453985589,0.317559657926505,0.283730734870672,0.21061603489538,0.607173487207527,0.328370258249069,0.2303976680086,0.241037380492015,0.641115792926191,249513.215354587,116043.8431283,42898.5096749223,49759.9770661596,23385.3563872179,133469.372226287,50318.6417065492,52677.6035767324,30473.1269430054,168835,79193,30726.884,39279.728,9186.388,89642,38725.344,39980.332,10936.324
"Belarus","Oecd",2000,150547.651806598,61976.3136286385,26647.8510753969,15100.7554819194,20227.7070713222,88571.3381779595,42453.9711866699,22496.1237800308,23621.2432112589,0.0222339114065356,0.0204998677581483,0.0538960650423505,0.00842357834238923,0.027477812910525,0.0236327094482186,0.0261921972492171,0.0151297485703567,0.0369033012120055,6771082.6518066,3023254.31362864,494430.364340281,1792677.03915439,736146.910133968,3747828.33817796,1620863.2969095,1486880.21320505,640084.828063413,6620535,2961278,467782.513264884,1777576.28367247,715919.203062646,3659257,1578409.32572283,1464384.08942502,616463.584852154
"Belgium","Oecd",2000,314558.906750855,140265.999455314,47315.175255424,36037.8286504733,56912.9955494164,174292.907295541,66990.8109643338,47166.7515431708,60135.3447880366,0.0415040289132019,0.038557050359609,0.0272112353510216,0.0459044532679313,0.0510884051298406,0.0442242642996532,0.0320839250986949,0.0551012424132383,0.0603086389543029,7578996.90675086,3637881.99945531,1738810.26146237,785061.711554011,1114010.02643893,3941114.90729554,2087986.76465738,856001.597739633,997126.544898525,7264438,3497616,1691495.08620695,749023.882903538,1057097.03088951,3766822,2020995.95369305,808834.846196462,936991.200110488
"Belize","Oecd",2000,37390.9076122316,15776.1186006479,4476.12953101636,4644.71880844197,6655.27026118954,21614.7890115838,6103.4565267092,6045.42290588792,9465.90957898663,0.281632460600506,0.247030194364605,0.110181562476481,0.426371813337949,0.539128444528262,0.313704322074277,0.136606304113501,0.505394224931201,0.772045349488349,132764.907612232,63863.1186006479,40625.0322686415,10893.5878572266,12344.4984747798,68901.7890115838,44679.1717726151,11961.7965692245,12260.8206697442,95374,48087,36148.9027376251,6248.86904878462,5689.22821359027,47287,38575.7152459059,5916.37366333659,2794.91109075756
"Benin","Oecd",2000,9772.28754526192,5683.76196139054,1841.8415671689,885.09603404894,2956.8243601727,4088.52558387138,2068.08958712517,711.905267356653,1308.53072938956,0.00390053154707206,0.00464741696823959,0.00179586814790867,0.00569254118540884,0.0705505093100312,0.00318823367209474,0.00168243036536469,0.0156627618921178,0.169939370717937,2505373.28754526,1222993.76196139,1025599.55156717,155483.466034049,41910.7443601727,1282379.52558387,1229227.44958713,45452.0902673567,7699.98572938956,2495601,1217310,1023757.71,154598.37,38953.92,1278291,1227159.36,44740.185,6391.455
"Bhutan","Oecd",2000,448.830923258085,277.309221230685,140.782638624322,49.4421774207918,87.084405185571,171.5217020274,93.0393291654048,28.1101417845638,50.3722310774318,0.000595908357557912,0.000735204895965709,0.000466680744150992,0.000775599297542294,0.00739805084535003,0.000456172893266446,0.000285780836822685,0.000754933001108786,0.00381480008711609,753187.830923258,377186.309221231,301667.982638624,63747.0631774208,11771.2634051856,376001.521702027,325561.819329165,37235.2801417846,13204.4222310774,752739,376909,301527.2,63697.621,11684.179,375830,325468.78,37207.17,13154.05
"Bolivia","Oecd",2000,61548.4008639558,28977.7637029156,5206.14947530936,8655.50268736814,15116.1115402381,32570.6371610402,6778.99127564682,10569.827641658,15221.8182437354,0.0176202643196302,0.0171671172598835,0.00468979317547456,0.0296071498500398,0.052939869464182,0.0180440181733593,0.00510740130956574,0.0445140610782347,0.0633375011184071,3493046.40086396,1687980.76370292,1110102.14747531,292345.015687368,285533.600540238,1805065.63716104,1327287.76627565,237449.187641658,240328.683243735,3431498,1659003,1104895.998,283689.513,270417.489,1772495,1320508.775,226879.36,225106.865
"Bosnia and Herzegovina","Oecd",2000,492368.309006148,251788.836242957,112104.755429917,91369.288834194,48314.7919788461,240579.47276319,129485.916622156,69952.7004870398,41140.855653995,0.161441532075202,0.171593810588755,0.169973665388574,0.163962418002142,0.192831530171612,0.152027779920031,0.130247307161196,0.17588330259703,0.215856024013374,3049824.30900615,1467353.83624296,659541.907116238,557257.510272873,250554.418853846,1582470.47276319,994154.270398099,397722.236586096,190593.965778995,2557456,1215565,547437.151686321,465888.221438679,202239.626875,1341891,864668.353775943,327769.536099057,149453.110125
"Botswana","Oecd",2000,2684.9230141479,1535.79147930488,278.512663009459,321.981356860677,935.297459434748,1149.13153484301,310.282731946549,353.428870627001,485.419932269461,0.00401868453328007,0.00490399046494701,0.00119019701647176,0.00508880784256432,0.0588465918303857,0.00323755447146203,0.00116027820471723,0.00466816275926343,0.0411140497093793,668109.923014148,313171.791479305,234005.512663009,63272.4533568606,15893.8254594347,354938.131534843,267420.977731947,75710.485870627,11806.6679322695,665425,311636,233727,62950.472,14958.528,353789,267110.695,75357.057,11321.248
"Brazil","Oecd",2000,408878.791441776,182863.434803971,52936.2122982236,62939.6614786153,66987.5610271318,226015.356637806,65367.3647136029,73184.546283246,87463.4456409569,0.00463898536632549,0.00430810035896765,0.00160734317046802,0.0108315279495204,0.0180966595745739,0.00494635841495012,0.00183041845358595,0.0119576120977628,0.0226516078021137,88139702.7914418,42446419.434804,32933982.7802982,5810783.27747862,3701653.37702713,45693283.3566378,35711705.4767136,6120331.19028325,3861246.68964096,87730824,42263556,32881046.568,5747843.616,3634665.816,45467268,35646338.112,6047146.644,3773783.244
"Brunei","Oecd",2000,5757.00099878608,2924.17165825821,486.948208719454,510.356182350367,1926.86726718839,2832.82934052786,613.249955444913,783.470265225205,1436.10911985775,0.0332271413558615,0.0320607645768769,0.00708497429271279,0.0557030297882796,0.144709959218838,0.0345236150424689,0.00939725670670895,0.101027676629795,0.158836658620359,173262.000998786,91207.1716582582,68729.7072087195,9162.09018235037,13315.3742671884,82054.8293405279,65258.4019554449,7755.00626522521,9041.42111985775,167505,88283,68242.759,8651.734,11388.507,79222,64645.152,6971.536,7605.312
"Bulgaria","Oecd",2000,487599.817841895,241889.262244522,118650.07187422,60257.3984962684,62981.791874033,245710.555597374,139173.179170564,56477.4203065866,50059.9561202233,0.0801735393433619,0.0833866483649699,0.113162752332799,0.0483730658173834,0.103820024630569,0.0772434336242988,0.0850059086262651,0.0582913954317278,0.0870773101804147,6081804.81784189,2900815.26224452,1048490.50971546,1245680.78285032,606643.969678741,3180989.55559737,1637217.71132933,968880.910952531,574890.933315516,5594205,2658926,929840.437841236,1185423.38435406,543662.177804708,2935279,1498044.53215876,912403.490645945,524830.977195292
"Burkina Faso","Oecd",2000,6650.79185269638,4258.110701151,2508.50839410732,518.54381062138,1231.0584964223,2392.68115154538,1398.64078352653,365.082091507596,628.958276511249,0.00186117153090806,0.00244954089843931,0.00169812415202482,0.00257485838026951,0.0206139784497013,0.00130383265958976,0.000809527717196949,0.00390746031711172,0.0450632846901345,3573443.7918527,1738330.11070115,1477223.20015071,201387.313024612,59719.5975258306,1835113.68115155,1727724.39264888,93432.0663242088,13957.2221784566,3566793,1734072,1474714.6917566,200868.76921399,58488.5390294083,1832721,1726325.75186535,93066.9842327012,13328.2639019454
"Burma (Myanmar)","Oecd",2000,55008.494936856,27766.0136920453,6212.58938029741,5163.803412198,16389.6208995499,27242.4812448107,7403.58098479489,5752.35617073729,14086.5440892785,0.00243112186965613,0.00250749952567522,0.000702578922057869,0.0027586775991863,0.0456792804611082,0.00235792012554988,0.00074115596733199,0.00501573354397771,0.0337394750873762,22626794.4949369,11073188.013692,8842550.1893803,1871840.1214122,358797.70289955,11553606.4812448,9989234.80498479,1146862.39217074,417509.284089278,22571786,11045422,8836337.6,1866676.318,342408.082,11526364,9981831.224,1141110.036,403422.74
"Burundi","Oecd",2000,6384.22500089598,3279.19004822067,813.543235499044,595.646556823192,1870.00025589843,3105.03495267531,1005.04980304092,777.837011839224,1322.14813779517,0.00309001048148593,0.00350804362338178,0.00102235386828735,0.00574140622284536,0.0530310024349696,0.00274460750939515,0.000943925972695151,0.0134361520422305,0.152395228559628,2066085.2250009,934763.19004822,795755.032317623,103745.760830001,35262.3969005972,1131322.03495268,1064754.89828004,57891.352330224,8675.78434240711,2059701,931484,794941.489082124,103150.114273177,33392.3966446988,1128217,1063749.848477,57113.5153183848,7353.63620461194
"Cambodia","Oecd",2000,205983.836198036,96965.4855270381,50220.6732288825,16626.0193419024,30118.7929562532,109018.350670998,70213.9525865259,16696.5197536593,22107.8783308129,0.0390886770767419,0.0411421677727682,0.0266584299858189,0.0458683031514413,0.272545057502301,0.0374271409431719,0.0281126499478046,0.059236129369416,0.165777490780438,5269654.83619804,2356839.48552704,1883857.12345392,362472.954079182,110509.407993939,2912815.350671,2497592.81735762,281863.787040073,133358.746273301,5063671,2259874,1833636.45022504,345846.934737279,80390.6150376854,2803797,2427378.8647711,265167.267286414,111250.867942488
"Cameroon","Oecd",2000,44123.3766527732,23219.294284191,5852.33404698698,4069.81870644276,13297.1415307613,20904.0823685822,8138.66061745636,4146.80911313222,8618.61263799357,0.00805260247252536,0.00871666691781861,0.00266635932761016,0.0113712221556996,0.119796295914677,0.00742434744455173,0.00320401531151162,0.0160439723324074,0.506895614599758,5479393.37665277,2663781.29428419,2194878.23204699,357905.126706443,110997.935530761,2815612.08236858,2540144.10861746,258465.237113132,17002.7366379936,5435270,2640562,2189025.898,353835.308,97700.794,2794708,2532005.448,254318.428,8384.124
"Canada","Oecd",2000,853941.16978528,374094.954587891,61809.3224688453,67592.153027054,244693.479091992,479846.215197389,88050.7821786236,113025.491441781,278769.941576984,0.0396134942441427,0.0357951761320007,0.0616005711742459,0.0166688686125656,0.0453757407684526,0.043206667439782,0.0762574814998769,0.0271263935001601,0.048192058576216,21556825.1697853,10450987.9545879,1003388.78829563,4054993.44905151,5392605.71724075,11105837.2151974,1154651.06435184,4166624.34101732,5784561.80982823,20702884,10076893,941579.465826785,3987401.29602446,5147912.23814876,10625991,1066600.28217322,4053598.84957554,5505791.86825124
"Cape Verde","Oecd",2000,69332.2314177185,31939.769813588,23458.4799405851,4830.55174758169,3650.73812542115,37392.4616041305,28068.5324301612,5432.11586468688,3891.81330928242,0.303772662273611,0.315433426055251,0.278440620062736,0.379381877933463,0.854055515090105,0.294474135089411,0.266347880663274,0.32488335122274,0.797947270721403,228237.231417719,101256.769813588,84249.4889405851,12732.6897475817,4274.59112542115,126980.461604131,105382.976430161,16720.2038646869,4877.28130928242,158905,69317,60791.009,7902.138,623.853,89588,77314.444,11288.088,985.468
"Central African Republic","Oecd",2000,5184.78176237954,2564.60330649104,672.590470159622,503.820123386593,1388.19271294483,2620.1784558885,1489.87299769117,545.325387723678,584.980070473655,0.00372125155172048,0.00393652223070785,0.0012136117920585,0.00664853488093095,0.0645524879052943,0.0035321890341717,0.00210830808212261,0.0185653142509124,0.101572440689305,1393289.78176238,651489.603306491,554205.61547016,75779.1201233866,21504.8677129448,741800.178455888,706667.592997691,29373.3453877237,5759.24007047365,1388105,648925,553533.025,75275.3,20116.675,739180,705177.72,28828.02,5174.26
"Chad","Oecd",2000,2792.92284841333,1740.61364004245,468.364684851775,269.948919415099,1002.30003577558,1052.30920837088,519.177663952705,192.846919313,340.284625105176,0.00100144175940071,0.0012924879034689,0.000362989154762113,0.00604533009990883,0.0852143777664689,0.000729662458762698,0.0003663523517635,0.0088421909426756,0.105594745747269,2788901.92284841,1346715.61364004,1290299.38968485,44654.1239194151,11762.1000357756,1442186.30920837,1417153.89966395,21809.856919313,3222.55262510518,2786109,1344975,1289831.025,44384.175,10759.8,1441134,1416634.722,21617.01,2882.268
"Chile","Oecd",2000,176680.910221757,85501.2955860825,17337.9098743454,24496.0961237345,43667.2895880026,91179.6146356749,21276.245494879,26743.4467375727,43159.9224032231,0.0200473031332848,0.0200361323732571,0.00858122913523705,0.0166007763063972,0.0566144560103921,0.0200577895435154,0.00975174180608617,0.0158820459078197,0.0634539424664553,8813200.91022176,4267355.29558608,2020445.97587435,1475599.43412373,771309.885588003,4545845.61463568,2181789.25549488,1683879.19873757,680177.160403223,8636520,4181854,2003108.066,1451103.338,727642.596,4454666,2160513.01,1657135.752,637017.238
"China","Oecd",2000,1675534.82739962,787353.10582595,269388.422379588,126509.383434634,391455.300011729,888181.721573667,340889.086908276,155378.797098003,391913.837567388,0.0022016759152714,0.00203598360924328,0.00138579353902691,0.000713657535109676,0.0259984862958013,0.00237286191540617,0.00124047801560608,0.00165501165150869,0.06973810976312,761027004.8274,386718784.105826,194392898.21538,177269036.212435,15056849.6780117,374308220.721574,274804617.751908,93883808.586098,5619794.38356739,759351470,385931431,194123509.793,177142526.829,14665394.378,373420039,274463728.665,93728429.789,5227880.546
"China, Hong Kong SAR","Oecd",2000,467162.361710727,221346.861079505,41323.0973468461,33044.0804018355,146979.683330823,245815.500631223,54271.048118654,45949.0580294505,145595.394483118,0.0921998095385685,0.0918527222733363,0.0544343556142613,0.0295427409127274,0.276200885278267,0.0925145996080328,0.0508638016703815,0.0405404085557644,0.318837812220158,5066847.36171073,2409801.8610795,759136.337346846,1118517.76040184,532147.763330823,2657045.50063122,1066987.64811865,1133413.78802945,456644.064483118,4599685,2188455,717813.24,1085473.68,385168.08,2411230,1012716.6,1087464.73,311048.67
"China, Macao SAR","Oecd",2000,13384.0813046491,6110.77692297709,1316.32634460863,921.212990305216,3873.23758806325,7273.304381672,1962.86588492341,1334.5835660431,3975.85493070548,0.045339784272477,0.0437882861073398,0.0291963517189551,0.0137272289715296,0.141570722587074,0.0467308962724949,0.03053720699411,0.0195546237434262,0.17199984904577,295195.081304649,139552.776922977,45085.3023446086,67108.4449903052,27359.0295880633,155642.304381672,64277.8458849234,68249.0025660431,23115.4559307055,281811,133442,43768.976,66187.232,23485.792,148369,62314.98,66914.419,19139.601
"Colombia","Oecd",2000,574924.429769146,240415.278018474,60672.3201854076,73997.7003038299,105745.257529236,334509.151750673,95786.8801415301,111394.129540735,127328.142068408,0.0275301455428839,0.0241370882769891,0.00895243257616942,0.0363190218338699,0.0922906941636605,0.0306241775622222,0.0130717921282206,0.0446681818110092,0.115598051081659,20883450.4297692,9960409.27801848,6777188.17418541,2037436.48830383,1145784.61552924,10923041.1517507,7327754.23614153,2493813.82954074,1101473.08606841,20308526,9719994,6716515.854,1963438.788,1040039.358,10588532,7231967.356,2382419.7,974144.944
"Comoros","Oecd",2000,10059.707903299,4980.81960766188,3697.51861991972,451.072474801685,832.228512940476,5078.88829563711,4277.96342164696,372.006865709869,428.918008280284,0.0389295968952425,0.0390769535771045,0.033912488764422,0.0310305758967696,0.21370681445751,0.0387861609229798,0.0359665604515933,0.0379133364833356,0.195758577900039,258407.707903299,127461.819607662,109031.17861992,14536.3874748017,3894.25351294048,130945.888295637,118942.800421647,9812.03186570987,2191.05600828028,248348,122481,105333.66,14085.315,3062.025,125867,114664.837,9440.025,1762.138
"Congo, Dem. Rep. of the","Oecd",2000,54643.0392940994,30319.54628739,9842.03469369919,7114.92555241391,13362.5860412769,24323.4930067093,10258.1032989854,5875.03147565252,8190.35823207136,0.00329280641747652,0.00378268783235696,0.00180137807980201,0.00303185022918154,0.0651823335008384,0.00283512849482255,0.00130164755816934,0.00883981456104547,0.241922002379363,16594671.0392941,8015344.54628739,5463614.1096937,2346727.25055241,205003.186041277,8579326.49300671,7880860.86329898,664610.262475652,33855.3672320714,16540028,7985025,5453772.075,2339612.325,191640.6,8555003,7870602.76,658735.231,25665.009
"Congo, Rep. of the","Oecd",2000,41433.5289397583,23084.2292529919,6713.39652302657,5742.14576175223,10628.6869682131,18349.2996867664,8954.45501935938,4604.90354337247,4789.94112403457,0.0345664094827325,0.0396231003858214,0.0190153890588634,0.0326567240946683,0.197886471046216,0.0297844734287132,0.0214941571615282,0.0247956641274882,0.348213962508018,1198664.52893976,582595.229252992,353050.705523027,175833.489761752,53711.0339682131,616069.299686766,416599.495019359,185714.063543372,13755.7411240346,1157231,559511,346337.309,170091.344,43082.347,597720,407645.04,181109.16,8965.8
"Costa Rica","Oecd",2000,60509.244485429,26584.3809533219,8568.93534257593,5747.70767357369,12267.7379371723,33924.8635321071,9864.25952539382,8925.8675442478,15134.7364624655,0.0303929215167633,0.0266075992512149,0.0122405141947019,0.0643018099929366,0.058503056222156,0.0342063177828888,0.0146847148979233,0.0624079847711796,0.0855017302237331,1990899.24448543,999127.380953322,700047.008342576,89386.4056735737,209693.966937172,991771.863532107,671736.536525394,143024.447544248,177010.879462465,1930390,972543,691478.073,83638.698,197426.229,957847,661872.277,134098.58,161876.143
"Cote d'Ivoire","Oecd",2000,39006.2961787013,21799.2651359266,7823.16624308535,4124.54059023402,9851.55830260721,17207.0310427748,11022.2721177888,2518.16710641574,3666.59181857018,0.0064729832669752,0.0068391025798515,0.00332079799011568,0.00628138936492444,0.0562922319982082,0.00606186595877417,0.00451816360201711,0.00715387015481551,0.0779753721962895,6026015.2961787,3187445.26513593,2355809.13574717,656628.709130123,175007.420258639,2838570.03104278,2439546.92407951,352000.672631817,47022.4343314472,5987009,3165646,2347985.96950408,652504.168539889,165155.861956032,2821363,2428524.65196172,349482.505525401,43355.842512877
"Croatia","Oecd",2000,508969.064786073,258363.030405801,166682.312098671,46431.4458271536,45249.2724799761,250606.034380272,127065.899893857,66150.5036884406,57389.6307979745,0.140362934897839,0.150353197752172,0.227080259681079,0.0608292661047914,0.204708410848227,0.131364226001803,0.115231529065168,0.108694270831964,0.292169424720203,3626093.06478607,1718374.0304058,734023.786712092,763307.677379595,221042.566314114,1907719.03438027,1102700.80528044,608592.368136,196425.860963836,3117124,1460011,567341.474613421,716876.231552441,175793.293834138,1657113,975634.905386579,542441.864447559,139036.230165862
"Cuba","Oecd",2000,871707.500845107,417784.793874026,165158.199204619,90267.6382350708,162358.956434336,453922.706971082,182931.400994939,101442.66078511,169548.645191033,0.107021091733998,0.103889976885865,0.0956694383288735,0.0533546836742597,0.269148205744375,0.110074484908278,0.0926317332047602,0.0634661448316755,0.307946093485692,8145193.50084511,4021415.79387403,1726342.3104552,1691840.94101601,603232.542402816,4123777.70697108,1974824.33574435,1598374.39400417,550578.977222553,7273486,3603631,1561184.11125058,1601573.30278094,440873.58596848,3669855,1791892.93474942,1496931.73321906,381030.33203152
"Cyprus","Oecd",2000,111335.991503444,56871.3257330504,16603.533773051,16107.9837904149,24159.8081695845,54464.6657703935,18075.165119634,17186.0037226385,19203.496928121,0.185959180847313,0.195566956315394,0.158084551454464,0.136661248647264,0.355788850735425,0.176885209608871,0.137594900434521,0.14588682940853,0.326918576222084,598711.991503444,290802.32573305,105029.451773051,117867.968790415,67904.9051695845,307909.665770393,131365.080119634,117803.668722639,58740.916928121,487376,233931,88425.918,101759.985,43745.097,253445,113289.915,100617.665,39537.42
"Czech Republic","Oecd",2000,198088.071840095,88117.6297362515,23822.9136506092,27927.1801391591,36367.5359464832,109970.442103843,38265.5853223613,37617.0864677757,34087.7703137065,0.0274505786888979,0.0257520261476261,0.0303834665044246,0.0126031027001403,0.0862193443093935,0.0289823279622488,0.0229939090234553,0.0218243539053526,0.0838349422181885,7216171.0718401,3421774.62973625,784074.906236916,2215897.21226728,421802.511232053,3794396.44210384,1664161.81273605,1723628.87033965,406605.759028137,7018083,3333657,760251.992586307,2187970.03212812,385434.97528557,3684426,1625896.22741369,1686011.78387188,372517.98871443
"Denmark","Oecd",2000,164551.210145468,77687.6162119597,21864.3194744665,23064.5566052454,32758.7401322478,86863.5939335085,23383.6144461398,28346.3584337889,35133.6210535798,0.0421578192989411,0.0409296308793751,0.042894020862168,0.0236087641976116,0.0796274945784309,0.0433204289394383,0.0320626579382887,0.0348697123788999,0.0758973672420117,3903219.21014547,1898077.61621196,509728.839474467,976948.916605245,411399.860132248,2005141.59393351,729309.91844614,812922.060433789,462909.61505358,3738668,1820390,487864.52,953884.36,378641.12,1918278,705926.304,784575.702,427775.994
"Djibouti","Oecd",2000,1676.84385275799,767.920606415979,227.090520293545,176.377193137752,364.452892984682,908.923246342013,564.590233654053,159.105781236121,185.227231451839,0.00623524644470505,0.00581014509986625,0.00292064013914139,0.00396723094189631,0.036603688491763,0.00664607422037365,0.00558474545147607,0.00513285687653636,0.0396772949777804,268929.843852758,132168.920606416,77753.6805202935,44458.5141931377,9956.72589298468,136760.923246342,101095.070233654,30997.5097812361,4668.34323145184,267253,131401,77526.59,44282.137,9592.273,135852,100530.48,30838.404,4483.116
"Dominica","Oecd",2000,22853.9772283669,10243.8969541995,4122.47798842158,2436.71876415447,3684.70020162346,12610.0802741674,4787.41922326943,3238.04040577056,4584.62064512744,0.41467530119738,0.386744051966679,0.251578846075928,0.635609657571787,0.587911637316583,0.440520519801864,0.301664213181716,0.531805427529011,0.687698586840584,55112.9453873327,26487.535883505,16386.4253800472,3833.67171207474,6267.43879138303,28625.4095038278,15870.0270501944,6088.7690086501,6666.61344498328,32258.9681589658,16243.6389293054,12263.9473916256,1396.95294792027,2582.73858975957,16015.3292296603,11082.6078269249,2850.72860287954,2081.99279985584
"Dominican Republic","Oecd",2000,578987.447214911,245057.688917072,128325.761849738,52108.9358008168,64622.9912665168,333929.75829784,169597.207971715,75392.8776350649,88939.6726910601,0.135966695279452,0.116820098076121,0.0840324531272116,0.246448742740989,0.179908709266092,0.154556484986576,0.11829909020633,0.188230698282264,0.272484561192044,4258303.44721491,2097735.68891707,1527097.65184974,211439.243800817,359198.793266517,2160567.75829784,1433630.70397171,400534.441635065,326402.61269106,3679316,1852678,1398771.89,159330.308,294575.802,1826638,1264033.496,325141.564,237462.94
"East Timor","Oecd",2000,8156,4095,1868,884,1343,4061,2129,732,1200,0.0296782551107294,0.0279463048774662,0.0182372335264866,0.0263866072566036,0.126682098678092,0.0316565717982897,0.019673872435757,0.0479497737910467,0.249873085295427,274814,146531,102427.816,33501.844,10601.34,128283,108214.588,15265.974,4802.438,266658,142436,100559.816,32617.844,9258.34,124222,106085.588,14533.974,3602.438
"Ecuador","Oecd",2000,397899.475850592,194057.841375488,71413.0021252834,69934.4163061119,52710.4229440932,203841.634475103,70227.0498415424,75847.3043463018,57767.2802872592,0.0661888736588504,0.0652718305272125,0.039736127969352,0.128943026716261,0.0832018896068425,0.0670861686904475,0.0373798255443021,0.119580930808149,0.109931008727634,6011576.47585059,2973071.84137549,1797180.69612528,542366.796306112,633524.348944093,3038504.6344751,1878742.04384154,634275.915346302,525486.675287259,5613677,2779014,1725767.694,472432.38,580813.926,2834663,1808514.994,558428.611,467719.395
"Egypt","Oecd",2000,255026.901202511,155483.020761439,29970.2869284729,29675.3480603168,95837.3857726493,99543.8804410717,21924.1961559627,22379.0248245725,55240.6594605365,0.00866657860738855,0.0107008420203795,0.00371594788745788,0.00692616753261901,0.0439592915667317,0.00668236708220108,0.00205080545477803,0.00711679546752701,0.0520434400697868,29426479.9012025,14529980.0207614,8065314.10992847,4284526.46006032,2180139.45077265,14896499.8804411,10690529.472156,3144536.74082457,1061433.66746054,29171453,14374497,8035343.823,4254851.112,2084302.065,14796956,10668605.276,3122157.716,1006193.008
"El Salvador","Oecd",2000,664941.922466678,328651.90604441,201365.674491088,58794.8281493004,68491.4034040222,336290.016422268,209310.634277757,61398.4161686446,65580.9659758667,0.196861527568647,0.205359578885104,0.164366579919051,0.375164778941911,0.3133836605135,0.189209618927947,0.152692573183951,0.303020371368753,0.321598505135403,3377713.92246668,1600372.90604441,1225101.07949109,156717.3451493,218554.481404022,1777341.01642227,1370797.74027776,202621.414168645,203921.861975867,2712772,1271721,1023735.405,97922.517,150063.078,1441051,1161487.106,141222.998,138340.896
"Equatorial Guinea","Oecd",2000,9788.3891282546,4518.09259086284,749.785275794544,2645.51905205141,1122.78826301688,5270.29653739177,1437.29155276777,3143.34436037315,689.660624250849,0.0548733765113626,0.0527493544430322,0.0121717825240197,0.138984840848769,0.223786918683483,0.0568352908324565,0.0213030433931324,0.144374806298955,0.197704042381647,178381.389128255,85652.0925908628,61600.2852757945,19034.5870520514,5017.22026301688,92729.2965373918,67468.8365527678,21772.1113603732,3488.34862425085,168593,81134,60850.5,16389.068,3894.432,87459,66031.545,18628.767,2798.688
"Eritrea","Oecd",2000,31594.5988983799,15215.3111505037,3362.00359197966,3949.95442746918,7903.35313105489,16379.2877478761,6873.98810238555,4469.36676666686,5035.93287882371,0.0257399537764487,0.0265926483691469,0.00707082572346136,0.0529291259095838,0.358271304398593,0.024995430359175,0.0118320744101127,0.0749189495820674,0.343209641421589,1227453.59889838,572162.311150504,475475.386251476,74627.2370757963,22059.6878232314,655291.287747876,580962.210355138,59656.0254995439,14673.0518931947,1195859,556947,472113.382659496,70677.2826483271,14156.3346921765,638912,574088.222252752,55186.6587328771,9637.11901437096
"Estonia","Oecd",2000,52247.4455681374,20552.7484931425,7458.20524074053,5176.64352967826,7917.89972272376,31694.6970749948,11532.1035254415,8075.01404654938,12087.579503004,0.0536248840717487,0.0485665016681729,0.052823817504984,0.0291008658866284,0.0760522507064794,0.0575090169868852,0.0389667701632382,0.0515593710670122,0.122638431637576,974313.445568137,423187.748493143,141190.197774647,177886.237125916,104111.31359258,551125.697074995,295947.12307773,156615.836838937,98562.737158328,922066,402635,133731.992533906,172709.593596238,96193.4138698558,519431,284415.019552289,148540.822792387,86475.157655324
