"Origin","Destination","YEAR","MS_ALL_TOT","MS_MAL_TOT","MS_MAL_LOW","MS_MAL_MED","MS_MAL_HIG","MS_FEM_TOT","MS_FEM_LOW","MS_FEM_MED","MS_FEM_HIG","MR_ALL_TOT","MR_MAL_TOT","MR_MAL_LOW","MR_MAL_MED","MR_MAL_HIG","MR_FEM_TOT","MR_FEM_LOW","MR_FEM_MED","MR_FEM_HIG","NS_ALL_TOT","NS_MAL_TOT","NS_MAL_LOW","NS_MAL_MED","NS_MAL_HIG","NS_FEM_TOT","NS_FEM_LOW","NS_FEM_MED","NS_FEM_HIG","RS_ALL_TOT","RS_MAL_TOT","RS_MAL_LOW","RS_MAL_MED","RS_MAL_HIG","RS_FEM_TOT","RS_FEM_LOW","RS_FEM_MED","RS_FEM_HIG"
"Senegal","Oecd",1990,58572.577704785,43702.6149691843,33764.0822569058,4579.03538325154,5359.49732902695,14869.9627356007,11725.1181749924,1392.48325321174,1752.3613073966,0.0210262626720357,0.0329306250327702,0.0280079802123972,0.0552576568018206,0.138387707981407,0.0101948567029504,0.00836305932794343,0.0311492187967003,0.147775132444917,2785686.57770479,1327111.61496918,1205516.49925691,82866.9843832515,38728.131329027,1458574.9627356,1402013.03317499,44703.6332532117,11858.2963073966,2727114,1283409,1171752.417,78287.949,33368.634,1443705,1390287.915,43311.15,10105.935
"Serbia and Montenegro","Oecd",1990,467149.118178495,258585.75254955,151762.224861083,60869.4050326425,45954.1226558248,208563.365628945,136803.649310315,42246.2929269223,29513.423391708,0.0690737432207668,0.0781323621393848,0.0916491007954964,0.0491454841546134,0.110699449751021,0.0603925229683047,0.0589513017067487,0.0502637840236161,0.100952251563492,6763049.1181785,3309585.75254955,1655905.22486108,1238555.40503264,415125.122655825,3453463.36562895,2320621.34931031,840491.692926922,292350.323391708,6295900,3051000,1504143,1177686,369171,3244900,2183817.7,798245.4,262836.9
"Seychelles","Oecd",1990,6413.03154088962,2513.09865599949,1032.81761145139,788.890238156579,691.390806391521,3899.93288489013,1854.99877058069,1214.88329242494,830.05082188451,0.215943314660256,0.183574994412821,0.13384596190601,0.159121445275927,0.680828333677695,0.243624163540598,0.171521553792241,0.285585747541033,0.883951228435092,29697.7544823707,13689.7656679104,7716.46448457412,4957.78703359936,1015.51414973694,16007.9888144603,10814.9601584626,4254.00533074705,939.023325250642,23284.7229414811,11176.6670119109,6683.64687312273,4168.89679544278,324.123343345417,12108.0559295702,8959.96138788193,3039.12203832211,108.972503366132
"Sierra Leone","Oecd",1990,16476.4667846873,9206.54886564133,2159.60806581315,1588.16275429042,5458.77804553775,7269.91791904597,1721.549620965,1659.13698093956,3889.23131714141,0.00999866015732207,0.0115416634145049,0.00298448182571676,0.0272140375116172,0.347495282759516,0.00855095416650959,0.00211635167430834,0.0532435661860092,0.697611543663942,1647867.46678469,797679.548865641,723612.403065813,58358.2187542904,15708.9270455378,850187.917919046,813451.583620965,31161.2669809396,5575.06731714141,1631391,788473,721452.795,56770.056,10250.149,842918,811730.034,29502.13,1685.836
"Singapore","Oecd",1990,56507.3864760382,25313.7258788379,7086.96354282521,4408.58128487365,13818.181051139,31193.6605972003,9444.78520392724,6788.40704754622,14960.4683457268,0.0303374777069202,0.0273554039514494,0.0125008466355972,0.0151224888052104,0.20648438918345,0.033281699133329,0.0155947819421657,0.0238230443286459,0.320539004495888,1862626.38647604,925364.725878838,566918.685542825,291524.850284874,66921.190051139,937261.6605972,605637.529203927,284951.283047546,46672.8483457269,1806119,900051,559831.722,287116.269,53103.009,906068,596192.744,278162.876,31712.38
"Slovakia","Oecd",1990,341105.506271009,155988.974650685,60281.5396567819,70243.7262483658,25463.7087455372,185116.531620324,106165.063954947,62038.6230530995,16912.8446122774,0.0982978566181564,0.0950480587560913,0.141995245968443,0.0681785148270845,0.136655062412815,0.101213955135715,0.10822073392126,0.089307862830058,0.11032699262345,3470121.50627101,1641158.97465068,424532.097857551,1030291.23509832,186335.641694817,1828962.53162032,981004.841754178,694660.258203149,153297.431662997,3129016,1485170,364250.558200769,960047.50884995,160871.93294928,1643846,874839.777799231,632621.635150049,136384.58705072
"Slovenia","Oecd",1990,56422.4957951049,29278.640161325,13701.9413335714,8490.17033579429,7086.52849195925,27143.85563378,14714.5799223217,7463.29121033256,4965.98450112569,0.0435553184644924,0.047900897852411,0.0612216208549708,0.0275457564131439,0.0894716819935618,0.0396731035347535,0.0377863535596508,0.0320218909955193,0.080480416679612,1295421.4957951,611233.640161325,223808.862657038,308220.627833007,79204.1496712801,684187.85563378,389415.186598855,233068.40971312,61704.2593218049,1238999,581955,210106.921323467,299730.457497212,72117.6211793208,657044,374700.606676533,225605.118502788,56738.2748206792
"Solomon Islands","Oecd",1990,871.662704630224,396.925249572597,68.5167738010378,81.2146935050649,247.193782266494,474.737455057627,118.641914632813,121.699160431447,234.396379993368,0.00812181286646135,0.00716925468215387,0.00136489411342927,0.0188269325873061,0.290187435522106,0.00913681660314124,0.00238479959295835,0.0668430209014831,0.602796339275904,107323.66270463,55364.9252495726,50199.332773801,4313.75069350506,851.841782266494,51958.7374550576,49749.2179146328,1820.67116043145,388.848379993368,106452,54968,50130.816,4232.536,604.648,51484,49630.576,1698.972,154.452
"Somalia","Oecd",1990,37316.6572281536,21072.1421453704,8534.52340719234,4307.91894641836,8229.6997917597,16244.5150827832,9101.96244840274,3245.29238822806,3897.26024615243,0.0157759407375709,0.0182791415549095,0.00874875194640305,0.0315124360034302,0.202809188327134,0.0133962288062823,0.0080541332833842,0.0487147399626013,0.24508116747597,2365415.65722815,1152797.14214537,975513.245715145,136705.361208808,40578.5352214174,1212618.51508278,1130098.31451141,66618.2841316509,15901.9164397222,2328099,1131725,966978.722307953,132397.442262389,32348.8354296577,1196374,1120996.35206301,63372.9917434228,12004.6561935698
"South Africa","Oecd",1990,131394.072409504,63889.0081520925,11825.1816080793,10404.6629393532,41659.16360466,67505.0642574111,16756.4532602456,15464.5653532595,35284.045643906,0.00860967758225684,0.00859610798165744,0.00219960757783195,0.00649485533006201,0.0917014565576677,0.00862255981702483,0.00293272493009158,0.00803452115838561,0.185206687539312,15261207.0724095,7432318.00815209,5376041.49360808,1601985.32693935,454291.18760466,7828889.06425741,5713612.30926025,1924765.02935326,190511.725643906,15129813,7368429,5364216.312,1591580.664,412632.024,7761384,5696855.856,1909300.464,155227.68
"Spain","Oecd",1990,774492.741033299,379056.086836067,287171.245560034,45913.9379573846,45970.9033186484,395436.654197232,309248.841359023,46294.6472732764,39893.1655649331,0.0300055090864361,0.0307550999596036,0.0307990203368078,0.0271678391137684,0.0350672875767968,0.0293204865308314,0.0287437286348262,0.0293112143557505,0.0347363536565209,25811684.7410333,12324983.0868361,9324038.31094707,1690010.66905302,1310934.10683598,13486701.6541972,10758828.309572,1579417.58097764,1148455.76364761,25037192,11945927,9036867.06538704,1644096.73109564,1264963.20351733,13091265,10449579.468213,1533122.93370436,1108562.59808267
"Sri Lanka","Oecd",1990,145594.955920281,85272.4670225016,34563.6020131068,14367.7055775053,36341.1594318895,60322.4888977795,24056.0240773841,13194.0642720087,23072.4005483867,0.016629973991159,0.0187603351596657,0.0127302526433875,0.00847242119005094,0.270268695370091,0.0143297011439583,0.00903341485224227,0.00902901383128601,0.27044809654094,8754971.95592028,4545359.4670225,2715075.88901311,1695820.50457751,134463.073431889,4209612.48889778,2663004.46407738,1461296.27427201,85311.7505483867,8609377,4460087,2680512.287,1681452.799,98121.914,4149290,2638948.44,1448102.21,62239.35
"Sudan","Oecd",1990,13040.694500749,8680.06471359022,2054.3681985587,1513.48242369798,5112.21409133354,4360.62978715882,1309.06055598995,857.231930033967,2194.3373011349,0.0013533282019803,0.00182712583779839,0.000480068198422159,0.00387718166769961,0.063126231315202,0.000892592819843512,0.000279001897330987,0.00513894353894731,0.0824960783276657,9636017.69450075,4750666.06471359,4279325.74019856,390356.334423698,80983.9900913335,4885351.62978716,4691941.41155599,166810.925930034,26599.2923011349,9622977,4741986,4277271.372,388842.852,75871.776,4880991,4690632.351,165953.694,24404.955
"Suriname","Oecd",1990,156841.997892562,73678.1296251632,45878.2865155057,14472.0432084199,13327.7999012376,83163.8682673985,52132.6219138556,16182.8448973542,14848.4014561887,0.471666959033615,0.463040445477381,0.390814160482694,0.660663304107615,0.67239990876683,0.479582555946094,0.408057810054467,0.653690681918362,0.710626077396858,332526.997892562,159118.129625163,117391.566515506,21905.3232084199,19821.2399012376,173408.868267398,127757.931913856,24756.1198973542,20894.8164561887,175685,85440,71513.28,7433.28,6493.44,90245,75625.31,8573.275,6046.415
"Swaziland","Oecd",1990,868.174474028252,318.218534053064,103.592893780687,68.230536906988,146.39510336539,549.955939975188,113.051826810161,200.821433009548,236.082680155479,0.00305475623514316,0.00261144773183544,0.00108187382680805,0.00309205179646183,0.0362761079923588,0.00338749292713974,0.00099292167617089,0.00476933920837652,0.0369777939950338,284204.174474028,121855.218534053,95753.2118937807,22066.427536907,4035.57910336539,162348.955939975,113857.74882681,42106.7624330096,6384.44468015548,283336,121537,95649.619,21998.197,3889.184,161799,113744.697,41905.941,6148.362
"Sweden","Oecd",1990,133753.749536625,54538.2366532083,17371.2558643858,14166.8522784215,23000.128510401,79215.5128834164,24197.0416782898,25391.8699273665,29626.6012777601,0.0223446796235689,0.0188400366154726,0.0161822179609116,0.0118302080702481,0.0368702812358049,0.02562673734851,0.0197727969683869,0.0205407573161793,0.0469367020222979,5985932.74953663,2894805.23665321,1073478.05513103,1197515.05588899,623812.12563319,3091127.51288342,1223754.11617165,1236170.0952168,631203.301494971,5852179,2840267,1056106.79926664,1183348.20361057,600811.997122789,3011912,1199557.07449336,1210778.22528943,601576.700217211
"Switzerland","Oecd",1990,160983.831904256,73786.9359611027,21906.8328521451,20614.5533100045,31265.5497989531,87196.8959431533,31396.8850407958,25218.4053190835,30581.6055832741,0.0329535456649162,0.0312633201774661,0.040945611131947,0.016317059662679,0.0556545430440897,0.0345334392356568,0.0370597693216576,0.0184982740169492,0.0972330123134633,4885174.83190426,2360175.9359611,535022.734953215,1263374.26816885,561778.932839039,2524998.89594315,847195.911239726,1363284.23376024,314518.750943188,4724191,2286389,513115.902101069,1242759.71485884,530513.383040086,2437802,815799.026198931,1338065.82844116,283937.145359914
"Syria","Oecd",1990,79617.3233166913,48124.6806986221,17967.3902144611,7887.18360389835,22270.1068802627,31492.6426180691,15253.9406919616,6290.1861774581,9948.51574864939,0.0190880342726418,0.0234870637041982,0.0131866238553275,0.0203251230989061,0.0746344610130674,0.0148405111048487,0.00849126145715824,0.032701466663926,0.0746365936055911,4171059.32331669,2048986.68069862,1362546.65421446,388050.963603898,298389.062880263,2122072.64261807,1796428.10069196,192351.806177458,133292.735748649,4091442,2000862,1344579.264,380163.78,276118.956,2090580,1781174.16,186061.62,123344.22
"Taiwan","Oecd",1990,211521.216549934,95839.8402918627,6681.32091598591,9024.95368035356,80133.5656955233,115681.376258071,14160.8590975221,17786.5533331926,83733.9638273563,0.0270834964616396,0.0256044447882099,0.00483559370733074,0.00543269029163617,0.114449258894793,0.0284447951604416,0.00562113621166822,0.0150301938426602,0.229868747975369,7809967.10854993,3743093.86845186,1381696.08953231,1661231.02843683,700166.750482723,4066873.24009807,2519216.50077208,1183388.15316599,364268.586159996,7598445.892,3647254.02816,1375014.76861632,1652206.07475648,620033.1847872,3951191.86384,2505055.64167456,1165601.5998328,280534.62233264
"Tajikistan","Oecd",1990,2280.15423300071,1036.98733256675,693.332723687455,153.809526108628,189.84508277067,1243.16690043396,768.906640998956,244.626232192861,229.63402724214,0.00113905700311398,0.00106852265522587,0.0100349052529533,0.000200589855156053,0.00141034762361827,0.00120543186029227,0.0019803980037195,0.000450266604075601,0.00230201358304597,2001791.154233,970486.987332567,69092.1046298272,766786.166673128,134608.716029612,1031304.16690043,388258.642734859,543291.974085174,99753.5500804009,1999511,969450,68398.7719061397,766632.357147019,134418.870946841,1030061,387489.73609386,543047.347852981,99523.9160531588
"Tanzania","Oecd",1990,48863.0137145102,25481.390025241,8588.87627038356,4568.42372685345,12324.0900280039,23381.6236892693,9966.80575286087,4548.37851733413,8866.4394190743,0.00529723718763555,0.0057100176665204,0.00228966028684584,0.00776905354554066,0.0998786948428648,0.00491038447592633,0.00224666676558201,0.017979240853122,0.122421214355146,9224245.01371451,4462576.39002524,3751157.46197237,588028.348636581,123390.57941629,4761668.62368927,4436263.49289896,252979.453053177,72425.6777371333,9175382,4437095,3742568.58570198,583459.924909727,111066.489388287,4738287,4426296.6871461,248431.074535843,63559.238318059
"Thailand","Oecd",1990,106042.102555545,34197.0834617276,7650.28662844247,4685.87616421929,21860.9206690658,71845.019093817,31431.6988232303,13605.8717568053,26807.4485137813,0.00414945936324101,0.00272515838021267,0.000750438461573951,0.0041431725335943,0.0178711904086126,0.00552357248908362,0.0027884590694305,0.0148040267536915,0.032858268109683,25555643.1025555,12548659.0834617,10194422.3546284,1130987.45616422,1223249.27266907,13006984.0190938,11272067.4898232,919065.601756805,815850.927513781,25449601,12514462,10186772.068,1126301.58,1201388.352,12935139,11240635.791,905459.73,789043.479
"Togo","Oecd",1990,8707.74979868293,5519.97146538495,2164.90877489135,813.502035153358,2541.56065534024,3187.77833329797,1999.38583453438,376.343815060428,812.048683703163,0.00631855433879211,0.00825191753548977,0.00413460829722605,0.00651471100489414,0.124259305751869,0.00449494541630151,0.00301648782381026,0.00895404766520913,0.187018848124393,1378123.74979868,668931.971465385,523606.740774891,124871.546035153,20453.6846553402,709191.778333298,662819.129834534,42030.5798150604,4342.06868370316,1369416,663412,521441.832,124058.044,17912.124,706004,660819.744,41654.236,3530.02
"Tonga","Oecd",1990,20507.3655425699,10240.864669656,4937.78212492132,2242.43879851692,3060.64374621779,10266.5008729139,4674.53276363045,2290.80138734157,3301.16672194183,0.364139290696553,0.373279212161845,0.321525743104043,0.276653275615723,0.770569225553183,0.355457476417557,0.276818589966176,0.282850136774035,0.847130988027476,56317.3655425699,27434.864669656,15357.3461249213,8105.59279851692,3971.92574621779,28882.5008729138,16886.6287636304,8098.99338734157,3896.87872194183,35810,17194,10419.564,5863.154,911.282,18616,12212.096,5808.192,595.712
"Trinidad and Tobago","Oecd",1990,146683.633357803,64857.3972796192,14752.4342099766,13625.8299512005,36479.1331184421,81826.236078184,19091.5767788932,19261.1659836084,43473.4933156823,0.199171325895713,0.181858093891281,0.0737501002935391,0.126316238934465,0.748537225002398,0.215427307916385,0.0920380407808207,0.158947765995765,0.848732789679465,736469.633357803,356637.397279619,200032.734209977,107870.769951201,48733.8931184421,379832.236078184,207431.368778893,121179.217983608,51221.6493156823,589786,291780,185280.3,94244.94,12254.76,298006,188339.792,101918.052,7748.156
"Tunisia","Oecd",1990,233674.466797048,144436.546764762,112567.372258532,14096.9644033529,17772.2101028769,89237.9200322863,75484.1294237847,6941.68022365939,6812.11038484223,0.0635379233028687,0.0775812917060805,0.078732613554577,0.0427075088361677,0.174373601099983,0.049140583644432,0.0464205984095209,0.0461976068306106,0.171935908386248,3677716.46679705,1861744.54676476,1429742.60825853,330081.636403353,101920.302102877,1815971.92003229,1626091.26142378,150260.602223659,39620.0563848422,3444042,1717308,1317175.236,315984.672,84148.092,1726734,1550607.132,143318.922,32807.946
"Turkey","Oecd",1990,1368191.50836639,762654.594195814,618600.625659383,71337.1253111722,72716.8432252597,605536.914170574,520774.562083477,44351.0439736269,40411.3081134697,0.051559841204163,0.0571411994120222,0.0597902557513761,0.0355034348078885,0.0733504023949462,0.0459117504936181,0.0442913094151746,0.0416980624607781,0.109937249655999,26535991.5083664,13346842.5941958,10346177.9496594,2009302.07731117,991362.567225259,13189148.9141706,11757940.0780835,1063623.61597363,367585.22011347,25167800,12584188,9727577.324,1937964.952,918645.724,12583612,11237165.516,1019272.572,327173.912
